Identifier,Location,Date,Languages,medium,transcription,translation,url,image_id
 = columbia p1650,,300 CE - 499 CE,grc,,,,"/apis/columbia.apis.p1650?rows=3&start=746&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=747&t=3676",446
 = columbia p1651,,300 CE - 499 CE,grc,,,,"/apis/columbia.apis.p1651?rows=3&start=747&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=748&t=3676",447
 = columbia p1652,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1652?rows=3&start=748&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=749&t=3676",448
 = columbia p1653,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1653?rows=3&start=749&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=750&t=3676",449
 = columbia p1678,,700 CE - 799 CE,grc,,,,"/apis/columbia.apis.p1678?rows=3&start=750&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=751&t=3676",450
 = columbia p1682,,200 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1682?rows=3&start=752&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=753&t=3676",451
 = columbia p1685,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1685?rows=3&start=753&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=754&t=3676",452
 = columbia p1686,,139 CE - 140 CE,grc,,,,"/apis/columbia.apis.p1686?rows=3&start=754&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=755&t=3676",453
 = columbia p1687,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1687?rows=3&start=755&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=756&t=3676",454
 = columbia p1688,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1688?rows=3&start=756&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=757&t=3676",455
 = columbia p1689,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1689?rows=3&start=757&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=758&t=3676",456
 = columbia p1690,,147 CE,grc,,,,"/apis/columbia.apis.p1690?rows=3&start=758&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=759&t=3676",457
 = columbia p1693,,400 CE - 599 CE,grc,,,,"/apis/columbia.apis.p1693?rows=3&start=759&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=760&t=3676",458
 = columbia p1694,,250 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1694?rows=3&start=760&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=761&t=3676",459
 = columbia p1695,,250 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1695?rows=3&start=761&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=762&t=3676",460
 = columbia p1697,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1697?rows=3&start=763&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=764&t=3676",461
 = columbia p1699,,200 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1699?rows=3&start=765&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=766&t=3676",462
 = columbia p1698,,200 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1698?rows=3&start=764&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=765&t=3676",463
 = columbia p1701,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1701?rows=3&start=766&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=767&t=3676",464
 = columbia p1703,,1 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1703?rows=3&start=767&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=768&t=3676",465
 = columbia p1704,,400 CE - 499 CE,grc,,,,"/apis/columbia.apis.p1704?rows=3&start=768&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=769&t=3676",466
 = columbia p1705,,400 CE - 499 CE,grc,,,,"/apis/columbia.apis.p1705?rows=3&start=769&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=770&t=3676",467
 = columbia p1706,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1706?rows=3&start=770&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=771&t=3676",468
 = columbia p1707,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1707?rows=3&start=771&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=772&t=3676",469
 = columbia p1710,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1710?rows=3&start=772&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=773&t=3676",470
 = columbia p1711,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1711?rows=3&start=773&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=774&t=3676",471
 = columbia p1712,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1712?rows=3&start=774&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=775&t=3676",472
 = columbia p1714,,1 CE - 99 CE,grc,,,,"/apis/columbia.apis.p1714?rows=3&start=775&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=776&t=3676",473
 = columbia p1718,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1718?rows=3&start=776&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=777&t=3676",474
 = columbia p1719,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1719?rows=3&start=777&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=778&t=3676",475
 = columbia p1722,,176 CE - 180 CE,grc,,,,"/apis/columbia.apis.p1722?rows=3&start=778&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=779&t=3676",476
 = columbia p1723,,571 CE,grc,,,,"/apis/columbia.apis.p1723?rows=3&start=779&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=780&t=3676",477
 = columbia p1734,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1734?rows=3&start=780&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=781&t=3676",478
 = columbia p1735,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1735?rows=3&start=781&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=782&t=3676",479
 = columbia p1737,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1737?rows=3&start=782&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=783&t=3676",480
 = columbia p1740,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1740?rows=3&start=783&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=784&t=3676",481
 = columbia p1743,,138 CE - 161 CE,grc,,,,"/apis/columbia.apis.p1743?rows=3&start=784&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=785&t=3676",482
 = columbia p1750,,150 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1750?rows=3&start=785&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=786&t=3676",483
 = columbia p1751,,150 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1751?rows=3&start=786&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=787&t=3676",484
 = columbia p1752,,145 CE - 146 CE,grc,,,,"/apis/columbia.apis.p1752?rows=3&start=787&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=788&t=3676",485
 = columbia p1753,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1753?rows=3&start=788&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=789&t=3676",486
 = columbia p1757,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1757?rows=3&start=789&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=790&t=3676",487
 = columbia p1761,,1 CE - 99 CE,grc,,,,"/apis/columbia.apis.p1761?rows=3&start=790&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=791&t=3676",488
 = columbia p1781,,300 CE - 399 CE,grc,,,,"/apis/columbia.apis.p1781?rows=3&start=792&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=793&t=3676",489
 = columbia p1782,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1782?rows=3&start=793&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=794&t=3676",490
 = columbia p1783,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1783?rows=3&start=794&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=795&t=3676",491
 = columbia p1784,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1784?rows=3&start=795&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=796&t=3676",492
 = columbia p1785,,100 CE - 199 CE,grc,,,,"/apis/columbia.apis.p1785?rows=3&start=796&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=797&t=3676",493
 = columbia p1786,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1786?rows=3&start=797&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=798&t=3676",494
 = columbia p1787,,200 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1787?rows=3&start=799&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=800&t=3676",495
 = columbia p1791,,400 CE - 599 CE,grc,,,,"/apis/columbia.apis.p1791?rows=3&start=800&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=801&t=3676",496
 = columbia p1794,,100 CE - 299 CE,grc,,,,"/apis/columbia.apis.p1794?rows=3&start=801&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=802&t=3676",497
 = columbia p1833,,Unknown,grc,,,,"/apis/columbia.apis.p1833?rows=3&start=802&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=803&t=3676",498
 = columbia p1849,,299 BCE - 100 BCE,grc,,,,"/apis/columbia.apis.p1849?rows=3&start=803&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=804&t=3676",499
 = columbia p1850,,299 BCE - 100 BCE,grc,,,,"/apis/columbia.apis.p1850?rows=3&start=804&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=805&t=3676",500
 = columbia p1856,,Unknown,grc,,,,"/apis/columbia.apis.p1856?rows=3&start=806&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=807&t=3676",501
 = columbia p1859,,299 BCE - 1 BCE,grc,,,,"/apis/columbia.apis.p1859?rows=3&start=807&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=808&t=3676",502
 = columbia p1860,,199 BCE - 100 BCE,grc,,,,"/apis/columbia.apis.p1860?rows=3&start=808&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=809&t=3676",503
 = columbia p1862,,700 CE - 799 CE,grc,,,,"/apis/columbia.apis.p1862?rows=3&start=809&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=810&t=3676",504
 = columbia p1865,,199 BCE - 100 BCE,grc,,,,"/apis/columbia.apis.p1865?rows=3&start=810&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=811&t=3676",505
 = columbia p1870,,300 CE - 499 CE,grc,,,,"/apis/columbia.apis.p1870?rows=3&start=811&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=812&t=3676",506
 = columbia p1927,,293 CE - 294 CE,grc,,,,"/apis/columbia.apis.p1927?rows=3&start=812&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=813&t=3676",507
 = columbia p1680,,300 CE - 399 CE,grc,,,,"/apis/columbia.apis.p1680?rows=3&start=751&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=752&t=3676",508
 = columbia p1355,,200 CE - 399 CE,grc,,,,"/apis/columbia.apis.p1355?rows=3&start=651&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=652&t=3676",509
 = columbia p871,,Unknown,grc,,,,"/apis/columbia.apis.p871?rows=3&start=493&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=494&t=3676",510
 = columbia p1312,,Unknown,grc,,,,"/apis/columbia.apis.p1312?rows=3&start=639&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=640&t=3676",511
 = columbia p340,,Unknown,grc,,,,"/apis/columbia.apis.p340?rows=3&start=307&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=308&t=3676",512
 = columbia p341,,Unknown,grc,,,,"/apis/columbia.apis.p341?rows=3&start=308&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=309&t=3676",513
 = P.Tebt. 2 399 = P.Tebt. 2 399 = P.Tebt.0399 = berkeley 752,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/c.pap.gr;1;37?rows=3&start=275&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=276&t=3676",514
 = P.Oxy. 2 262 = Oxy. 262 = columbia p344,Oxyrhynchos,61 CE," grc, grc",,,,"/ddbdp/c.pap.gr;2.1;9?rows=3&start=276&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=277&t=3676",515
 = P.Tebt. 2 300 = P.Tebt. 2 300 = P.Tebt.0300 = berkeley 418,Tebtynis (Arsinoites),151 CE," grc, grc",,,,"/ddbdp/c.pap.gr;2.1;41?rows=3&start=277&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=278&t=3676",516
 = P.Fay. 30 = P.Fay. 30 = P.Fay. 30 = toronto 8,Theadelphia (Arsinoites) Arsinoites,101 CE - 300 CE," grc, grc",,,,"/ddbdp/c.pap.gr;2.1;53?rows=3&start=278&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=279&t=3676",517
 = P.Tebt. 2 301 = P.Tebt. 2 301 = P.Tebt.0301 = berkeley 306,Tebtynis (Arsinoites),190 CE," grc, grc",,,,"/ddbdp/c.pap.gr;2.1;64?rows=3&start=279&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=280&t=3676",518
 = princeton p285,,222 CE - 235 CE,grc,,,,"/apis/princeton.apis.p285?rows=3&start=3476&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3477&t=3676",519
 = princeton p617,,131 CE,grc,,,,"/apis/princeton.apis.p617?rows=3&start=3483&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3484&t=3676",520
 = princeton p449,,100 CE,grc,,,,"/apis/princeton.apis.p449?rows=3&start=3481&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3482&t=3676",521
 = princeton p211,,153 CE,grc,,,,"/apis/princeton.apis.p211?rows=3&start=3470&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3471&t=3676",522
 = GRBS 54 S. 40 = P.Col. 8 211 = Col.inv. 9 = columbia p246,Philadelphia (Arsinoites),6 CE," grc, grc",,,,"/ddbdp/grbs;54;40?rows=3&start=831&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=832&t=3676",523
 = columbia p1933,,Unknown,grc,,,,"/apis/columbia.apis.p1933?rows=3&start=814&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=815&t=3676",524
 = JJP 40  = Col. inv. 131 recto = columbia p811,"Fundort: Theadelpheia (Arsinoites, Egypt)",58 CE," grc, grc",,,,"/ddbdp/jjp;40;268?rows=3&start=832&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=833&t=3676",525
 = JJP 42  = P.Stan.Class.02 = stanford 7463,"Krokodilopolis (Arsinoites, Ägypten)",193 BCE," grc, grc",,,,"/ddbdp/jjp;42;36?rows=3&start=833&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=834&t=3676",526
 = JJP 42  = P.Stan.Class.31 = stanford 7494,"Krokodilopolis (Arsinoites, Ägypten)",225 BCE - 201 BCE," grc, grc",,,,"/ddbdp/jjp;42;62?rows=3&start=834&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=835&t=3676",527
 = JJP 42  = P.Stan.Class.38 = stanford 7500,Arsinoites,225 BCE - 201 BCE," grc, grc",,,,"/ddbdp/jjp;42;66?rows=3&start=835&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=836&t=3676",528
 = JJP 50  = P.Stan.Class.37 = stanford 7499,"Oxyrhyncha (Arsinoites, Ägypten)",213 BCE," grc, grc",,,,"/ddbdp/jjp;50;72_33?rows=3&start=836&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=837&t=3676",529
 = lund 798,,100 CE - 199 CE,grc,,,,"/apis/lund.apis.798?rows=3&start=1496&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1497&t=3676",530
 = lund 799,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.799?rows=3&start=1497&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1498&t=3676",531
 = lund 800,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.800?rows=3&start=1498&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1499&t=3676",532
 = lund 801,,200 CE - 399 CE,grc,,,,"/apis/lund.apis.801?rows=3&start=1499&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1500&t=3676",533
 = lund 802,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.802?rows=3&start=1500&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1501&t=3676",534
 = lund 803,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.803?rows=3&start=1501&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1502&t=3676",535
 = lund 804,,275 CE - 324 CE,grc,,,,"/apis/lund.apis.804?rows=3&start=1502&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1503&t=3676",536
 = lund 805,,275 CE - 299 CE,grc,,,,"/apis/lund.apis.805?rows=3&start=1503&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1504&t=3676",537
 = lund 806,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.806?rows=3&start=1504&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1505&t=3676",538
 = lund 807,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.807?rows=3&start=1505&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1506&t=3676",539
 = lund 808,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.808?rows=3&start=1506&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1507&t=3676",540
 = lund 809,,1 CE - 399 CE,grc,,,,"/apis/lund.apis.809?rows=3&start=1507&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1508&t=3676",541
 = lund 810,,1 CE - 399 CE,grc,,,,"/apis/lund.apis.810?rows=3&start=1508&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1509&t=3676",542
 = lund 811,,211 CE,grc,,,,"/apis/lund.apis.811?rows=3&start=1509&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1510&t=3676",543
 = lund 812,,19 CE,grc,,,,"/apis/lund.apis.812?rows=3&start=1510&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1511&t=3676",544
 = lund 813,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.813?rows=3&start=1511&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1512&t=3676",545
 = lund 814,,180 CE,grc,,,,"/apis/lund.apis.814?rows=3&start=1512&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1513&t=3676",546
 = lund 815,,137 CE,grc,,,,"/apis/lund.apis.815?rows=3&start=1513&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1514&t=3676",547
 = lund 816,,266 CE,grc,,,,"/apis/lund.apis.816?rows=3&start=1514&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1515&t=3676",548
 = lund 817,,113 CE,grc,,,,"/apis/lund.apis.817?rows=3&start=1515&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1516&t=3676",549
 = lund 818,,150 CE - 249 CE,grc,,,,"/apis/lund.apis.818?rows=3&start=1516&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1517&t=3676",550
 = lund 819,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.819?rows=3&start=1517&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1518&t=3676",551
 = lund 820,,123 CE,grc,,,,"/apis/lund.apis.820?rows=3&start=1518&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1519&t=3676",552
 = lund 821,,92 CE,grc,,,,"/apis/lund.apis.821?rows=3&start=1519&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1520&t=3676",553
 = lund 822,,275 CE - 324 CE,grc,,,,"/apis/lund.apis.822?rows=3&start=1520&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1521&t=3676",554
 = lund 823,,1 CE - 399 CE,grc,,,,"/apis/lund.apis.823?rows=3&start=1521&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1522&t=3676",555
 = lund 824,,100 CE - 299 CE,grc,,,,"/apis/lund.apis.824?rows=3&start=1522&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1523&t=3676",556
 = lund 825,,500 CE - 699 CE,grc,,,,"/apis/lund.apis.825?rows=3&start=1523&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1524&t=3676",557
 = lund 826,,1 CE - 399 CE,grc,,,,"/apis/lund.apis.826?rows=3&start=1524&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1525&t=3676",558
 = lund 827,,300 BCE - 1920 CE,grc,,,,"/apis/lund.apis.827?rows=3&start=1525&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1526&t=3676",559
 = lund 828,,500 CE - 699 CE,grc,,,,"/apis/lund.apis.828?rows=3&start=1526&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1527&t=3676",560
 = lund 829,,209 CE,grc,,,,"/apis/lund.apis.829?rows=3&start=1527&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1528&t=3676",561
 = O.Ber. 1 1 = O.Berenike 1 1 = Inv. BE97-19-A-002 = berenike 1,Berenike,26 CE - 75 CE," grc, grc",,,,"/ddbdp/o.berenike;1;1?rows=3&start=1528&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1529&t=3676",562
 = O.Ber. 1 2 = O.Berenike 1 2 = Inv. BE97-19-1-003 = berenike 2,Berenike,26 CE - 75 CE," grc, grc",,,,"/ddbdp/o.berenike;1;2?rows=3&start=1529&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1530&t=3676",563
 = O.Ber. 1 3 = O.Berenike 1 3 = Inv. BE97-19-A-006 = berenike 3,Berenike,26 CE - 75 CE," grc, grc",,,,"/ddbdp/o.berenike;1;3?rows=3&start=1530&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1531&t=3676",564
 = O.Ber. 1 4 = O.Berenike 1 4 = Inv. BE97-19-A-015 = berenike 4,Berenike,26 CE - 75 CE," grc, grc",,,,"/ddbdp/o.berenike;1;4?rows=3&start=1531&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1532&t=3676",565
 = O.Ber. 1 5 = O.Berenike 1 5 = Inv. BE97-19-A-017 = berenike 5,Berenike,26 CE - 75 CE," grc, grc",,,,"/ddbdp/o.berenike;1;5?rows=3&start=1532&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1533&t=3676",566
